Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Cordinate,Lat,Long,Maps
69,Werdhi Budaya Art Centre,"Werdhi Budaya Art Centre adalah salah satu pusat acara budaya yang paling dikenal di Bali, dan tujuannya adalah untuk melestarikan dan memamerkan kekayaan seni dan budaya Bali. Arsitektur pusat ini mencerminkan kuil-kuil tradisional dan Istana Kerajaan, dan dikombinasikan dengan taman-taman indah yang mengelilingi pusat, hasilnya luar biasa. Pusat seni ini diresmikan pada tahun 1976, dan setiap tahun dari bulan Juni hingga Juli, tempat ini menjadi tuan rumah Festival Kesenian Bali yang sangat populer yang menyajikan pilihan pertunjukan tradisional Bali.",Budaya,Denpasar,0,4.6,,"{'lat': -8.6556215, 'lng': 115.2338714}",-8.6556215,115.2338714,https://www.google.com/maps/place/Werdhi+Budaya+Art+Centre/data=!4m6!3m5!1s0x2dd2408774ac0e19:0xee8eace99d65c91e!8m2!3d-8.6556215!4d115.2338714!16s%2Fg%2F11h84jtrpx?authuser=0&hl=en&rclk=1
70,Krisna Funtastic Land,"Krisna Funtastic Land memiliki berbagai macam wahana menarik yaitu seperti Wahana Singaraja Flyer merupakan salah satu wahana yang sangat di minati dan sangat menegangkan karena  memiliki ketinggian 30 meter, tidak kalah juga dengan Wahana Star tour/Sepeda udara merupakan wahana yang sangat di minati bagi remaja masa kini, karena bisa berkeliling melihat semua area wahana dari atas dan memiliki nuansa romantic, Wahana Clasic Train/Kereta mini adalah salah satu wahana yang memiliki daya tarik seperti naik kereta sungguhan dan memanjakan anak-anak untuk bisa melihat/mengelilingi area wahana, dan masih ada banyak wahana lainnya seperti Playground, Carousel, Krisna Air, Roda Gila, Dragon Coaster, Self Control Plane, Perahu Dayu, Boom-Boom Cars, Lampion Castle, Viking, Air Borne Shot, 5 D Cinema, Flying Cakra, dan Arena Ketangkasan. ",Edukasi,Buleleng,5000,4.3,,"{'lat': -8.1790103, 'lng': 114.994318}",-8.1790103,114.994318,https://www.google.com/maps/place/Krisna+Funtasticland/data=!4m6!3m5!1s0x2dd18354c1674f11:0xeab10ee4e8cf7f1a!8m2!3d-8.1790103!4d114.994318!16s%2Fg%2F11c20swxtm?authuser=0&hl=en&rclk=1
71,Pura Masceti,"Pura Masceti adalah salah satu dari sembilan pura Bali dan seharusnya menjaga pulau dari roh laut yang jahat. Kuil ini terletak di pantai suci Masceti di pantai timur pulau itu. Ini adalah kuil yang kurang dikenal dan jarang dikunjungi turis. Kami tidak yakin apakah ini karena candi ini tidak semenakjubkan candi pengarah lainnya, atau karena legenda Wisnu dan Laksmi yang dicintainya telah menakuti para pelancong.",Budaya,Badung,0,4.7,,"{'lat': -8.6818564, 'lng': 115.1524455}",-8.6818564,115.1524455,https://www.google.com/maps/place/Masceti+Temple/data=!4m6!3m5!1s0x2dd240ad68b5bf41:0x49427bae9d3471b2!8m2!3d-8.6818564!4d115.1524455!16s%2Fg%2F1pzqhth8v?authuser=0&hl=en&rclk=1
72,Lovina Dolphin Statue,"Ingin menikmati rekreasi petualangan alam laut dan menyaksikan atraksi hewan mamalia laut dengan berbagai kelincahannya di alam bebas maka hewan lumba-lumba di perairan pantai Lovina di Kabupaten Buleleng ini menjadi tujuan tour anda berikutnya. Kawasan pariwisata Bali Utara bisa menjadi alternatif tujuan tour anda di pulau Bali berikutnya, kami sediakan tiket dolphin Lovina, yang menawarkan wisata petualangan baru bagi anda, menonton dan menyaksikan atraksi mereka di lautan lepas.",Alam,Buleleng,180000,4.4,,"{'lat': -8.1611801, 'lng': 115.0244562}",-8.1611801,115.0244562,https://www.google.com/maps/place/Lovina+Dolphin+Statue/data=!4m6!3m5!1s0x2dd19b3fa013ea43:0xf44f0f52932941fa!8m2!3d-8.1611801!4d115.0244562!16s%2Fg%2F11b6f6mg17?authuser=0&hl=en&rclk=1
73,Pura Luhur Batukaru,"Pura Luhur Batukaru adalah sebuah pura Hindu di Tabanan , Bali , Indonesia . Terletak di lereng selatan Gunung Batukaru , gunung berapi tertinggi kedua di Bali, pura ini adalah salah satu dari sembilan kayangan jagat (kuil pengarah) yang dimaksudkan untuk melindungi Bali dari roh jahat. Awalnya dibangun pada abad ke-11, Pura Luhur Batukaru didedikasikan untuk leluhur raja- raja Tabanan. Itu dihancurkan pada tahun 1604, tetapi dibangun kembali pada tahun 1959. Kuil terpenting di kuil ini adalah meru 7 tingkat yang didedikasikan untuk Mahadewa, Dewa Gunung Batukaru.",Budaya,Tabanan,15000,4.8,,"{'lat': -8.3720075, 'lng': 115.1025803}",-8.3720075,115.1025803,https://www.google.com/maps/place/Pura+Luhur+Batukaru/data=!4m6!3m5!1s0x2dd240a56f674049:0xce1977e67dd5fb85!8m2!3d-8.3720075!4d115.1025803!16s%2Fm%2F0k0kbdx?authuser=0&hl=en&rclk=1
74,Bukit Asah,"Bukit Asah Bali merupakan sebuah bukit yang berhadapan dengan laut lepas menyimpan sejuta keindahan. Area Bukit Asah sangat indah dengan beberapa pemandangan anda bisa lihat seperti pantai Bias Putih, Tebing bukit Panggian yang juram, pulau Kuan di depan Bukit Asah dan terasiring bukit. Kemah di Bukit Asah akan menjadikan anda dan keluarga anda lebih dekat dengan alam dan menjadikan pikiran menjadi lebih fresh kembali setelah bergelut dengan kesibukan sehari hari.",Alam,Karangasem,10000,4.5,,"{'lat': -8.5056052, 'lng': 115.612146}",-8.5056052,115.612146,https://www.google.com/maps/place/Bukit+Asah+Bali+-+Tempat+Camping+di+Bali/data=!4m6!3m5!1s0x2dd209016bfe6b45:0x2bcb4b0b635f7df7!8m2!3d-8.5056052!4d115.612146!16s%2Fg%2F11c70bjy3d?authuser=0&hl=en&rclk=1
75,Museum Subak,"Museum Subak adalah museum yang menyajikan informasi yang berkaitan dengan sistem irigasi (pengairan) sawah tradisional Bali Subak. Museum ini terletak di Kota Tabanan, Provinsi Bali. Museum ini merupakan museum khusus tentang sistem pertanian di Bali berciri khas kemandirian atas landasan kekal “Tri Hita Krana”, konsep keseimbangan dari tiga penyebab kebahagiaan (Tuhan, manusia dan alam).",Budaya,Tabanan,10000,4.2,,"{'lat': -8.5453051, 'lng': 115.1380888}",-8.5453051,115.1380888,https://www.google.com/maps/place/Subak+Museum/data=!4m6!3m5!1s0x2dd23a52875eff3f:0x85e1a14c34a27a3b!8m2!3d-8.5453051!4d115.1380888!16s%2Fg%2F11c52rkgb8?authuser=0&hl=en&rclk=1
76,OKA Agriculture,"Tempat yang bagus untuk para pecinta kopi. Anda akan mendapatkan gratis 14 minuman penguji (kopi, teh, dll), dan saya memesan secangkir kopi luwak di sini seharga 50 ribu rupiah. Sayang sekali saat itu berkabut dan hujan ketika saya datang ke sini.",Hobi,Gianyar,0,4.4,,"{'lat': -8.3814355, 'lng': 115.3358734}",-8.3814355,115.3358734,https://www.google.com/maps/place/OKA+Agriculture+Bali/data=!4m6!3m5!1s0x2dd21ede610cf647:0x33ea242543dc2663!8m2!3d-8.3814355!4d115.3358734!16s%2Fg%2F11cjghmjq_?authuser=0&hl=en&rclk=1
77,Pura Samuan Tiga,"Pura ini memang memiliki latar belakang sejarah yang sangat penting akanan tatanan kehidupan masyarakat Bali sampai sekarang ini. Selain dengan latar belakang sejarah berdirinya Pura Samuan Tiga yang menjadi bagian penting akan perkembangan kepercayaan beragama bagi umat Hindu di Bali, pura Samuan Tiga juga merupakan peninggalan bersejarah masa lampau yang mana sebelum dikenal sebagai Pura Samuan Tiga, pura ini sudah berdiri dan dinamakan Pura Gunung Goak dan bahkan ada yang menyebutnya sebagai Pura Batan Bawah.",Budaya,Gianyar,10000,4.7,,"{'lat': -8.523841, 'lng': 115.294948}",-8.523841,115.294948,https://www.google.com/maps/place/Pura+Samuan+Tiga/data=!4m6!3m5!1s0x2dd2162d50139615:0xf2d2078f913edfcd!8m2!3d-8.523841!4d115.294948!16s%2Fg%2F1pzqvlwn_?authuser=0&hl=en&rclk=1
78,Bedugul,"Bedugul adalah kawasan resor danau pegunungan di Bali , Indonesia , terletak di wilayah tengah-utara pulau dekat Danau Bratan di jalan antara Denpasar dan Singaraja , kawasan ini meliputi desa Bedugul itu sendiri, Candikuning , Pancasari , Pacung dan Wanagiri antara lain. Sawah Terasering Jati Luwih, Bedugul, Bali.",Alam,Tabanan,30000,4.8,,"{'lat': -8.2820064, 'lng': 115.1652541}",-8.2820064,115.1652541,https://www.google.com/maps/place/Bedugul/data=!4m6!3m5!1s0x2dd189733eb730a3:0xf9e3caa4b52d5d14!8m2!3d-8.2820064!4d115.1652541!16s%2Fm%2F05f3xks?authuser=0&hl=en&rclk=1
79,Pura Gunung Lebah,"Pura Gunung Lebah berjarak 1,5 Km dari pasar Ubud ke barat. Berada di lembah yang menyatu di sungai Cerik dan sungai Wos yang berhadapan dengan Tjampihan. Gunung Lebah berarti ""bukit lebah"" dalam bahasa Indonesia. Kuil ini sangat sunyi. Pura Gunung Lebah merupakan pura yang menjadi tempat lahirnya Ubud dengan sejarah.",Budaya,Gianyar,0,4.4,,"{'lat': -8.5040282, 'lng': 115.2546199}",-8.5040282,115.2546199,https://www.google.com/maps/place/Pura+Gunung+Lebah/data=!4m6!3m5!1s0x2dd23d3e0ac72a05:0x979a345a4910105c!8m2!3d-8.5040282!4d115.2546199!16s%2Fg%2F12hqs2lml?authuser=0&hl=en&rclk=1
80,Bunut Bolong,"Bunut Bolong adalah pohon bunut raksasa di desa Manggisari di Jembrana, Bali Barat. Pohon bunut raksasa yang berusia sangat tua ini adalah landmark alam yang disucikan oleh penduduk setempat. Mereka percaya pohon itu sudah berusia berabad-abad. Kata ""Bunut"" adalah kata Bali untuk jenis pohon tertentu yang memiliki karakteristik yang mirip dengan beringin, dan kata ""Bolong"" berarti ""lubang"", dengan demikian kata ""Bunut Bolong"" berarti pohon Bunut yang memiliki lubang di dalamnya.",Alam,Jembrana,0,4.5,,"{'lat': -8.3863726, 'lng': 114.8715205}",-8.3863726,114.8715205,"https://www.google.com/maps/place/Bunut+Bolong/@-8.3863726,114.8715205,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd3d53a102c0ce5:0xd9ce15bece2d822c!8m2!3d-8.3863779!4d114.8737092?authuser=0&hl=en"
81,Kebun Binatang Bali,"Sepanjang hari, ada berbagai acara yang dapat Anda ikuti, termasuk waktu makan interaktif. Berbagai kegiatan juga tersedia, seperti Night at the Zoo untuk melihat tingkah laku satwa setelah matahari terbenam. Kebun binatang ini juga berfungsi sebagai situs konservasi untuk berbagai spesies, jadi Anda dapat yakin bahwa semua hewan yang tinggal di sini segembira mungkin!",Alam,Gianyar,100000,4.4,,"{'lat': -8.5904024, 'lng': 115.2642919}",-8.5904024,115.2642919,"https://www.google.com/maps/place/Bali+Zoo/@-8.5904024,115.2642919,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd23e3e4361eea5:0x3bf4eb36bfd7c6be!8m2!3d-8.5904077!4d115.2664806?authuser=0&hl=en"
82,Air Terjun Kanto Lampo,"Air Terjun Kanto Lampo . Ini adalah permata tersembunyi di Bali di mana Anda dapat berendam di air murni, dan berfoto di atas batu karang yang terkenal. Tersembunyi jauh di dalam hutan wilayah Gianyar, Air Terjun Kanto Lampo bisa menjadi pemandangan yang bagus untuk dijelajahi.",Alam,Gianyar,20000,4.7,,"{'lat': -8.5321414, 'lng': 115.329035}",-8.5321414,115.329035,"https://www.google.com/maps/place/Kanto+Lampo+Waterfall/@-8.5321414,115.329035,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd217ff9adc01a1:0xea08b2e84ad7ab23!8m2!3d-8.5321467!4d115.3312231?authuser=0&hl=en"
83,Air Terjun Leke Leke,"Air Terjun Leke Leke adalah tempat wisata di Bali mengenai objek wisata air terjun yang terletak di Desa Antapan, Kecamatan Baturiti, Kabupaten Tabanan. Objek wisata air terjun ini sangat populer di kalangan wisatawan karena menawarkan pemandangan indah yang tiada tara, banyak wisatawan berduyun-duyun ke tempat ini untuk melepas penat dari stress di perkotaan atau sekedar ingin menikmati sensasi yang berbeda dalam liburan mereka di pulau Bali.",Alam,Tabanan,25000,4.5,,"{'lat': -8.3643441, 'lng': 115.1951144}",-8.3643441,115.1951144,"https://www.google.com/maps/place/Leke+Leke+Waterfall/@-8.3643441,115.1951144,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd220d6da4ff65d:0x7b898588ca3ea351!8m2!3d-8.3643494!4d115.1973031?authuser=0&hl=en"
84,Bukit Jambul,"Bukit Jambul Karangasem menjadi satu lagi tempat menarik yang bisa dijumpai di Kabupaten Karangasem, Bali. Di tempat ini, para wisatawan akan bisa menyaksikan pemandangan alam Karangasem yang masih hijau dan alami. Keberadaan Bukit Jambul ini semakin menahbiskan Pulau Dewata Bali sebagai provinsi yang memiliki kebijakan wisata ramah lingkungan.",Alam,Karangasem,0,4.5,,"{'lat': -8.4801912, 'lng': 115.3625661}",-8.4801912,115.3625661,"https://www.google.com/maps/place/Bukit+Jambul/@-8.4801912,115.3625661,13z/data=!3m1!4b1!4m5!3m4!1s0x2dd210a15caff747:0xa6f1a9d73f50b716!8m2!3d-8.4802778!4d115.3975?authuser=0&hl=en"
85,Candidasa,Kawasan wisata Candi Dasa Karangasem adalah kawasan resort yang mirip dengan kawasan objek wisata Sanur. Umumnya wisatawan yang berlibur ke Candi Dasa Karangasem karena ingin menikmati suasana yang berbeda dari kawasan pariwisata yang berada di Bali selatan.,Alam,Karangasem,0,4.3,,"{'lat': -8.5099857, 'lng': 115.5509602}",-8.5099857,115.5509602,"https://www.google.com/maps/place/Candidasa+Beach/@-8.5099857,115.5509602,14z/data=!3m1!4b1!4m5!3m4!1s0x2dd2092cb3cd7f25:0x871e3813fed35ad5!8m2!3d-8.5099736!4d115.5685065?authuser=0&hl=en"
86,Tulamben,"Bagi anda menyukai aktivitas menyelam atau snorkeling (berenang di atas permukaan air laut) maka nama Desa Tulamben tidak akan asing buat anda. Desa Tulamben sebagai salah satu tempat pariwisata di Bali, memiliki keunikan tersendiri untuk tempat rekreasi air di pulau Bali. Keunikan desa Tulamben terdapat pada kapal Liberty jenis USAT (US Army Transport) yang karam pada tahun 1942. Kapal USAT Liberty karam karena ditorpedo oleh kapal selam Jepang pada perang dunia ke-2.",Hobi,Karangasem,500000,4.7,,"{'lat': -8.2741594, 'lng': 115.5755705}",-8.2741594,115.5755705,"https://www.google.com/maps/place/Tulamben+US+Liberty+Wreck+Ship/@-8.2741594,115.5755705,14z/data=!4m5!3m4!1s0x2dd1ff1609f90d39:0x7c42693d22efc668!8m2!3d-8.2742022!4d115.5930373?authuser=0&hl=en"
87,Amed Beach,"Pemandangan pantai di Amed sangat fantastis, terutama di pagi hari saat matahari terbit. Maka itu, Pantai Amed Karangasem Bali adalah tempat yang sangat baik untuk Anda kunjungi, jika Anda mencari tempat liburan yang tenang dan jauh dari keramaian.",Alam,Karangasem,0,4.6,,"{'lat': -8.3353526, 'lng': 115.6161036}",-8.3353526,115.6161036,"https://www.google.com/maps/place/Amed+Beach/@-8.3353526,115.6161036,13z/data=!4m5!3m4!1s0x2dd2007d2b57f8e1:0x9178b79de46df737!8m2!3d-8.3354249!4d115.6576354?authuser=0&hl=en"
88,Tenganan,"Keunikan desa Tenganan Karangasem sebagai daya tarik wisata terdapat pada bangunan penduduk yang masih traditional, tenunan kain gringsing, serta acara perang pandan.",Budaya,Karangasem,10000,4.4,,"{'lat': -8.4767897, 'lng': 115.5491259}",-8.4767897,115.5491259,"https://www.google.com/maps/place/Tenganan+Pegeringsingan+Village/@-8.4767897,115.5491259,14z/data=!3m1!4b1!4m5!3m4!1s0x2dd20f5255555555:0x7cef2106aaef2da3!8m2!3d-8.4768604!4d115.5665902?authuser=0&hl=en"
89,Labuan Amuk,"Tujuan utama dari sebagian besar wisatawan saat mengunjungi pantai Amuk Bay di Karangasem adalah untuk menikmati keindahan panorama alam bawah laut yang masih alami. Ada banyak cara yang wisatawan gunakan untuk dapat menikmati keindahan alam bawah laut Amuk Bay, seperti melakukan aktivitas diving, snorkeling bahkan melakukan aktivitas wisata kapal selam.",Hobi,Karangasem,15000,4.4,,"{'lat': -8.4763824, 'lng': 115.4268468}",-8.4763824,115.4268468,"https://www.google.com/maps/place/Pelabuhan+Amuk/@-8.4763824,115.4268468,11z/data=!4m9!1m2!2m1!1spantai+amuk!3m5!1s0x2dd20e4f912f4f93:0x8fb674b95044d2c6!8m2!3d-8.5176924!4d115.5068814!15sCgtwYW50YWkgYW11a1oNIgtwYW50YWkgYW11a5IBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNMGJFOUhURVYzRUFF?authuser=0&hl=en"
90,Pantai Padang Bai,"Objek wisata Pantai Padang Bai menawarkan pasir putih dengan ombak laut yang sangat tenang dan perairan dangkal. Karena perairan pantai Padang Bai sangat tenang dan dangkal, maka pada sore hari, banyak wisatawan lokal mengajak anak-anak mereka berenang di perairan pantai Padang Bai.",Alam,Karangasem,0,4.5,,"{'lat': -8.5309661, 'lng': 115.5058895}",-8.5309661,115.5058895,"https://www.google.com/maps/place/Padang+Bai+Beach/@-8.5309661,115.5058895,16z/data=!3m1!4b1!4m5!3m4!1s0x2dd20e663533dd61:0x9fb794caf1bad457!8m2!3d-8.5306578!4d115.5096385?authuser=0&hl=en"
91,Pantai Bias Tugel,"Daya tarik utama dari Bias Tugel beach terdapat pada lokasinya yang tersembunyi karena terisolasi area bukit batu karang. Hal ini membuat Bias Tugel beach tidak terlalu ramai dengan pengunjung. Selain itu, pasir pantai berwarna putih dan sedikit bercampur dengan pasir hitam. Jadi Bias Tugel Beach tidak memiliki pasir putih seperti halnya pantai Melasti Ungasan atau pantai Padang-Padang.",Alam,Karangasem,5000,4.5,,"{'lat': -8.5361364, 'lng': 115.4739279}",-8.5361364,115.4739279,"https://www.google.com/maps/place/Bias+Tugel+Beach/@-8.5361364,115.4739279,13z/data=!3m1!4b1!4m5!3m4!1s0x2dd20e657fe1b24b:0x39bfc47b60755279!8m2!3d-8.536223!4d115.5088618?authuser=0&hl=en"
92,Pantai Virgin Perasi Karangasem,"Virgin Beach Bali dapat di katakan sebagai salah satu pantai terbaik di Bali timur dan sangat sering di sebutkan dalam buku panduan wisata perjalanan luar negeri. Pasir di pantai Virgin Beach warnanya tidak benar-benar putih, lebih condong berwarna kuning, dan sedikit bercampur dengan pasir hitam, tapi di kenal dengan sebutan pantai pasir putih.",Alam,Karangasem,10000,4.5,,"{'lat': -8.5013217, 'lng': 115.5756065}",-8.5013217,115.5756065,"https://www.google.com/maps/place/Virgin+Beach,+Karangasem,+Bali/@-8.5013217,115.5756065,13z/data=!4m5!3m4!1s0x2dd2087bd100001d:0xa3128aa9273f7d3e!8m2!3d-8.5014083!4d115.6105404?authuser=0&hl=en"
93,Pura Goa Lawah,"Goa Lawah terdiri dari kata goa dan lawah. Kata Lawah adalah bahasa Bali yang berarti kelelawar. Jika di terjemahkan, maka artinya adalah pura Goa Kelelawar. Jadi pura Goa Lawah merupakan sebuah pura dan pada dalam area pura terdapat sebuah goa yang di huni ribuan kelelawar. Pemandangan di pura ini sangat khas dan unik. Keunikan pura ini terdapat pada goa yang berada di bawah pepohonan rindang. Selain itu di dalam dinding mulut gua terdapat banyak kelelawar bergantungan.",Budaya,Klungkung,15000,4.7,,"{'lat': -8.5515731, 'lng': 115.4688279}",-8.5515731,115.4688279,"https://www.google.com/maps/place/Goa+Lawah+Temple/@-8.5515731,115.4688279,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd212002b27b8a9:0x64d9703162191aad!8m2!3d-8.5515375!4d115.468823?authuser=0&hl=en"
94,Pantai Kusamba,"Pantai Kusamba adalah salah satu dari banyak pantai berpasir hitam yang tenang dan eksotis di Bali Timur. Ini menonjol karena tambak garam tradisionalnya, yang berusia hampir 1.000 tahun. Peternakan dijalankan oleh penduduk desa setempat yang juga mencari nafkah dari memancing. Pada pagi hari yang cerah, Anda biasanya dapat melihat sekilas para nelayan setempat melakukan rutinitas sehari-hari mereka, menyiapkan jaring mereka dan bekerja sama untuk mengangkut  jukung  (cadik kayu) mereka ke laut. Sementara itu, kelompok lain biasanya akan sibuk memanen garam di petak-petak terdekat.",Alam,Klungkung,0,4.1,,"{'lat': -8.5636564, 'lng': 115.4343289}",-8.5636564,115.4343289,"https://www.google.com/maps/place/Kusamba+Beach/@-8.5636564,115.4343289,14z/data=!4m9!1m2!2m1!1spantai+kusamba!3m5!1s0x2dd20e705781a8df:0xe5f1edb71a38b5d4!8m2!3d-8.5636564!4d115.4518384!15sCg5wYW50YWkga3VzYW1iYVoQIg5wYW50YWkga3VzYW1iYZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU41YzNOcFNGTjNFQUU?authuser=0&hl=en"
95,Taman Kertha Gosa,"Hal utama yang menjadi daya tarik tempat wisata taman Kerta Gosa adalah arsitektur bangunan yang mencirikan arsitektur khas Bali abad 17. Keindahan arsitektur terutama terlihat pada bangunan Bale Kambang, yang di kelilingi kolam yang disebut Taman Gili. Karena terdapat kolam mengelilingi Bale Kambang, maka untuk dapat memasukai area bangunan Bale Kambang, pengunjung akan melewati jembatan dari batu-bata.",Budaya,Klungkung,15000,4.5,,"{'lat': -8.5356552, 'lng': 115.3854711}",-8.5356552,115.3854711,"https://www.google.com/maps/place/Kertha+Gosa+Park/@-8.5356552,115.3854711,14z/data=!4m9!1m2!2m1!1sKerta+Gosa!3m5!1s0x2dd211154c6b51d9:0xd32fe6608e383c8!8m2!3d-8.5357743!4d115.4029448!15sCgpLZXJ0YSBHb3NhWgwiCmtlcnRhIGdvc2GSAQRwYXJr?authuser=0&hl=en"
96,Pasar Seni Sukawati,"Pasar tradisional Sukawati tempat yang sangat tepat untuk anda ingin berbelanja barang harga murah. Walaupuan anda tidak ingin berbelanja, namun hanya ingin melihat jenis oleh-oleh atau kerajinan khas pulau Bali, pasar tradisional Sukawati cocok untuk anda kunjungi.",Budaya,Gianyar,0,4.3,,"{'lat': -8.5964879, 'lng': 115.2651387}",-8.5964879,115.2651387,"https://www.google.com/maps/place/Sukawati+Art+Market/@-8.5964879,115.2651387,14z/data=!3m1!4b1!4m5!3m4!1s0x2dd23e28616c410d:0x960eaffe9f543e3c!8m2!3d-8.5965307!4d115.2826055?authuser=0&hl=en"
97,Bukit Cinta,Area bukit Cinta banyak di kunjungi wisatawan yang suka jalan-jalan di area bukit hijau terutama menjelang matahari terbenam. Jalan-jalan di area bukit Cinta Ubud terkenal dengan nama Campuhan Ridge Walk.,Alam,Gianyar,0,4.5,,"{'lat': -8.4993039, 'lng': 115.2375716}",-8.4993039,115.2375716,"https://www.google.com/maps/place/Bukit+Campuhan/@-8.4993039,115.2375716,14z/data=!3m1!4b1!4m5!3m4!1s0x2dd23d3968fd1da5:0x90fb03bfae62a888!8m2!3d-8.4993467!4d115.2550384?authuser=0&hl=en"
98,Museum Blanco,"Museum lukisannya ada di objek wisata Ubud Bali. Don Antonio Blanco maestro lukis kelahiran Filipina dan terkenal sebagai seniman eksentrik. Ini akan dapat anda lihat dari bentuk museum dan lukisan. Lokasi museum Blanco Ubud, terletak di puncak bukit dan menghadap ke lembah sungai Campuhan.",Budaya,Gianyar,35000,4.3,,"{'lat': -8.5055928, 'lng': 115.2542561}",-8.5055928,115.2542561,"https://www.google.com/maps/place/The+Blanco+Renaissance+Museum/@-8.5055928,115.2542561,15z/data=!4m5!3m4!1s0x0:0x3c7b62c135ac609!8m2!3d-8.5055928!4d115.2542561?sa=X&ved=0ahUKEwi6npDfiLTNAhUBi5QKHfLvC3sQ_BIIhQEwDw&shorturl=1"
99,Museum Puri Lukisan,"Jika anda ingin spesifik melihat koleksi lukisan dari seniman lokal Ubud, Museum Puri Lukisan Ubud salah satu yang dapat anda kunjungi. Selain lukisan karya pelukis lokal Ubud, daya tarik utama yang membuat banyak wisatawan berkunjung ke Museum Puri Lukisan terletak pada bangunan arsitektur khas Bali yang sangat megah.",Budaya,Gianyar,85000,4.3,,"{'lat': -8.5052035, 'lng': 115.2602709}",-8.5052035,115.2602709,"https://www.google.co.id/maps/place/Museum+Puri+Lukisan/@-8.5052035,115.2602709,15z/data=!4m5!3m4!1s0x0:0x1cf8abb996ec8402!8m2!3d-8.5052035!4d115.2602709"
100,Museum Neka,"Jika anda ingin melihat salah satu karya pelukis terkenal Indonesia, yaitu pak Affandi. Maka Museum Neka Ubud, harus ada dalam jadwal liburan anda di Bali. Karena di Museum Neka Ubud, terdapat 2 koleksi lukisan karya Affandi.",Budaya,Gianyar,75000,4.4,,"{'lat': -8.4921172, 'lng': 115.2538212}",-8.4921172,115.2538212,"https://www.google.co.id/maps/place/Neka+Art+Museum/@-8.4921172,115.2538212,15z/data=!4m5!3m4!1s0x0:0xf2a74dcfe819a3a!8m2!3d-8.4924592!4d115.2535174"
101,Pura Gunung Kawi Sebatu,"Jika candi biasanya berdiri di atas sebidang tanah, namun candi Gunung Kawi berada di dalam tebing. Objek wisata candi tebing Gunung Kawi adalah situs purbakala. Daya tarik utama dari objek wisata candi tebing Gunung Kawi, selain terletak pada candi yang berada di dalam tebing, juga karena tempat ini sangat asri, dengan suara germercik air sungai Pakerisan.",Budaya,Gianyar,30000,4.6,,"{'lat': -8.4046433, 'lng': 115.2934603}",-8.4046433,115.2934603,"https://www.google.co.id/maps/place/Pura+Gunung+Kawi+Sebatu/@-8.4046433,115.2934603,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd218ada3476ce9:0x44aa4af6b004f009!8m2!3d-8.4046433!4d115.2934603"
102,Rafting Sungai Ayung,"Salah satu alasan banyak wisatawan yang menyukai rafting di sungai Ayung Ubud, karena aktivitas rafting di sungai Ayung Ubud bersifat rekreasi, dengan arus sungai yang tidak kuat.",Hobi,Gianyar,150000,4.6,,"{'lat': -8.446393, 'lng': 115.233799}",-8.446393,115.233799,"https://www.google.co.id/maps/place/Start+Point+Sobek+Ayung+Rafting/@-8.446393,115.233799,15z/data=!4m5!3m4!1s0x0:0x8d8c5ee31d90c7a4!8m2!3d-8.446393!4d115.233799"
103,Pura Taman Saraswati,"Pura Taman Saraswati Ubud adalah Pura Hindu yang di peruntukan untuk tempat memuja Dewi Saraswati. Di pura Taman Saraswati Ubud terdapat ukiran khas Ubud Bali, memiliki kolam bunga teratai, mengelilingi panggung pementasan tari Bali.",Budaya,Gianyar,10000,4.4,,"{'lat': -8.5059569, 'lng': 115.2614926}",-8.5059569,115.2614926,"https://www.google.co.id/maps/place/Pura+Taman+Saraswati/@-8.5059569,115.2614926,15z/data=!4m5!3m4!1s0x0:0xe028854c14cbced9!8m2!3d-8.5059569!4d115.2614926?shorturl=1"
104,Goa Gajah,"Daya tarik yang membuat wisatawan suka berlibur ke objek wisata Goa Gajah, karena Goa Gajah adalah objek wisata arkeologi, dengan keunikan bentuk ukiran dan anda dapat memasuki areal goa. Area ruangan dalam goa sangat kecil. Pada area depan goa terdapat kolam besar dan terdapat lima patung.",Alam,Gianyar,30000,4.2,,"{'lat': -8.5234378, 'lng': 115.2871568}",-8.5234378,115.2871568,"https://www.google.co.id/maps/place/Goa+Gajah/@-8.5234378,115.2871568,15z/data=!4m5!3m4!1s0x0:0xcf6f85fcf798a545!8m2!3d-8.5234378!4d115.2871568?sa=X&ved=0ahUKEwis94aFzLHNAhXDGZQKHZG9A54Q_BIIeTAP&shorturl=1"
